"Inner_Iter",    "Time(sec)"   ,    "rms[Rho]"    ,    "rms[RhoE]"   ,     "rms[nu]"    ,"Linear_Solver_Iterations",    "LinSolRes"   ,     "Avg CFL"    ,       "CD"       ,       "CL"       
       14956,    0.006292621812,      -4.237944856,      -3.779430088,       -13.6613588,                         5,     -0.2625675725,                 5,     0.07115267145,       0.297666163
       14957,    0.006292640705,      -4.237945258,      -3.779430553,      -13.66142221,                         5,     -0.2625675695,                 5,     0.07115267015,      0.2976661555
       14958,    0.006292659026,       -4.23794495,       -3.77943019,      -13.66143576,                         5,      -0.262567571,                 5,     0.07115267082,      0.2976661585
       14959,    0.006292673032,      -4.237945124,      -3.779430399,      -13.66134133,                         5,      -0.262567571,                 5,     0.07115267032,      0.2976661573
       14960,    0.006292689903,       -4.23794502,       -3.77943028,      -13.66143788,                         5,     -0.2625675709,                 5,     0.07115267071,      0.2976661582
       14961,    0.006292703481,      -4.237945086,      -3.779430351,      -13.66143292,                         5,     -0.2625675707,                 5,     0.07115267108,      0.2976661605
       14962,    0.006292718394,      -4.237945148,       -3.77943042,      -13.66140868,                         5,     -0.2625675699,                 5,      0.0711526699,      0.2976661539
       14963,    0.006292735225,      -4.237944928,      -3.779430172,      -13.66133983,                         5,      -0.262567572,                 5,     0.07115267116,      0.2976661615
       14964,    0.006292750422,      -4.237945203,      -3.779430493,      -13.66138622,                         5,     -0.2625675701,                 5,     0.07115267028,      0.2976661567
       14965,    0.006292769221,      -4.237944989,      -3.779430239,      -13.66145569,                         5,     -0.2625675709,                 5,     0.07115267095,      0.2976661594
       14966,    0.006292791742,      -4.237945134,      -3.779430406,      -13.66139974,                         5,     -0.2625675704,                 5,     0.07115267063,      0.2976661583
       14967,    0.006292811265,      -4.237945069,      -3.779430334,      -13.66141135,                         5,     -0.2625675707,                 5,      0.0711526705,      0.2976661572
       14968,    0.006292827897,      -4.237945051,      -3.779430315,      -13.66133225,                         5,     -0.2625675711,                 5,      0.0711526703,       0.297666157
       14969,    0.006292844382,       -4.23794503,      -3.779430295,      -13.66135156,                         5,     -0.2625675713,                 5,     0.07115267035,      0.2976661571
       14970,    0.006292861289,      -4.237945034,      -3.779430298,      -13.66133777,                         5,     -0.2625675712,                 5,     0.07115267007,      0.2976661556
       14971,    0.006292876651,      -4.237944984,      -3.779430241,      -13.66138864,                         5,     -0.2625675716,                 5,     0.07115267099,      0.2976661603
       14972,    0.006292891408,      -4.237945152,      -3.779430431,      -13.66140091,                         5,     -0.2625675702,                 5,     0.07115267014,      0.2976661555
       14973,    0.006292907493,      -4.237944971,       -3.77943022,      -13.66139865,                         5,     -0.2625675714,                 5,     0.07115267086,      0.2976661593
       14974,    0.006292921689,      -4.237945131,      -3.779430407,      -13.66138015,                         5,     -0.2625675706,                 5,      0.0711526709,      0.2976661601
       14975,    0.006292933991,      -4.237945119,      -3.779430389,      -13.66147211,                         5,       -0.26256757,                 5,     0.07115267056,      0.2976661571
       14976,    0.006292950236,      -4.237945038,       -3.77943029,      -13.66145992,                         5,     -0.2625675707,                 5,     0.07115267086,      0.2976661588
       14977,     0.00629296567,      -4.237945113,      -3.779430381,      -13.66144501,                         5,     -0.2625675705,                 5,     0.07115267126,      0.2976661613
       14978,    0.006292984177,      -4.237945176,      -3.779430449,      -13.66142664,                         5,     -0.2625675695,                 5,     0.07115266956,      0.2976661516
       14979,    0.006293001526,      -4.237944854,      -3.779430085,      -13.66136215,                         5,     -0.2625675726,                 5,     0.07115267165,       0.297666164
       14980,    0.006293016278,      -4.237945297,      -3.779430598,      -13.66141034,                         5,     -0.2625675693,                 5,     0.07115266961,      0.2976661525
       14981,    0.006293031739,      -4.237944843,      -3.779430068,      -13.66144288,                         5,     -0.2625675718,                 5,     0.07115267123,      0.2976661607
       14982,    0.006293047039,      -4.237945209,      -3.779430495,       -13.6613932,                         5,     -0.2625675703,                 5,     0.07115267053,      0.2976661581
       14983,     0.00629306249,      -4.237945035,      -3.779430289,      -13.66149891,                         5,     -0.2625675703,                 5,     0.07115267057,      0.2976661567
       14984,    0.006293076627,      -4.237945047,      -3.779430302,      -13.66142514,                         5,      -0.262567571,                 5,     0.07115267121,      0.2976661612
       14985,    0.006293096538,      -4.237945184,      -3.779430463,      -13.66139525,                         5,     -0.2625675698,                 5,      0.0711526701,      0.2976661554
       14986,    0.006293111814,      -4.237944962,       -3.77943021,      -13.66140424,                         5,     -0.2625675714,                 5,     0.07115267089,      0.2976661595
       14987,     0.00629312732,      -4.237945135,      -3.779430411,      -13.66142846,                         5,     -0.2625675705,                 5,     0.07115267086,      0.2976661594
       14988,    0.006293144192,      -4.237945102,      -3.779430366,      -13.66144232,                         5,     -0.2625675701,                 5,     0.07115267027,      0.2976661556
       14989,    0.006293158869,      -4.237944996,      -3.779430248,        -13.661355,                         5,     -0.2625675714,                 5,     0.07115267041,       0.297666157
